0	 o	 op	 op0000	 1734544088.021699	 13.01	 40
12645	 o	 op	 op4192	 1734544088.389918	 11.9	 78
12648	 o	 js	 js4233	 1734544088.389975	 13.28	 59
12649	 o	 op	 op4193	 1734544088.389996	 13.14	 61
12650	 b	 js	 js4234	 1734544088.390016	 12.49	 50
12652	 o	 op	 op4194	 1734544088.390053	 9.77	 72
12656	 b	 op	 op4195	 1734544088.390127	 11.08	 50
12657	 o	 js	 js4235	 1734544088.390148	 12.79	 41
12658	 o	 op	 op4196	 1734544088.390168	 11.62	 49
12662	 o	 op	 op4197	 1734544088.390244	 12.12	 43
12663	 b	 js	 js4236	 1734544088.390265	 11.51	 30
12664	 b	 op	 op4198	 1734544088.390288	 11.76	 26
12665	 b	 op	 op4199	 1734544088.390309	 12.93	 32
12667	 o	 op	 op4200	 1734544088.390346	 10.2	 50
12670	 o	 js	 js4237	 1734544088.390401	 12.11	 43
12671	 b	 js	 js4238	 1734544088.390423	 10.57	 72
12672	 o	 js	 js4239	 1734544088.390443	 12.76	 69
12673	 o	 op	 op4201	 1734544088.390464	 13.09	 50
12674	 o	 op	 op4202	 1734544088.390484	 11.99	 71
12675	 b	 op	 op4203	 1734544088.390506	 11.45	 30
12676	 b	 js	 js4240	 1734544088.390526	 12.06	 39
12678	 o	 js	 js4241	 1734544088.390577	 12.5	 76
12679	 o	 op	 op4204	 1734544088.390598	 10.77	 40
12682	 b	 op	 op4205	 1734544088.390652	 13.09	 67
12685	 b	 op	 op4206	 1734544088.390707	 12.55	 62
12691	 b	 op	 op4207	 1734544088.390821	 10.55	 69
12692	 b	 op	 op4208	 1734544088.390842	 12.06	 21
12693	 b	 js	 js4242	 1734544088.390863	 13.73	 48
12696	 b	 op	 op4209	 1734544088.390918	 11.52	 69
12697	 b	 js	 js4243	 1734544088.390938	 12.2	 44
12698	 o	 op	 op4210	 1734544088.390959	 12.58	 39
12699	 o	 op	 op4211	 1734544088.390979	 12.64	 38
12700	 b	 js	 js4244	 1734544088.390999	 12.83	 75
12704	 o	 op	 op4212	 1734544088.391075	 12.29	 55
12705	 b	 op	 op4213	 1734544088.391096	 12.43	 46
12707	 b	 op	 op4214	 1734544088.391131	 9.77	 67
12708	 b	 js	 js4245	 1734544088.391153	 11.79	 60
12709	 o	 op	 op4215	 1734544088.391174	 12.03	 35
12711	 o	 js	 js4246	 1734544088.39121	 13.3	 45
12712	 b	 op	 op4216	 1734544088.391229	 12.32	 34
12714	 b	 js	 js4247	 1734544088.391268	 10.13	 64
12715	 o	 op	 op4217	 1734544088.391289	 13.64	 62
12716	 b	 js	 js4248	 1734544088.391309	 10.81	 42
12717	 b	 op	 op4218	 1734544088.391329	 11.43	 41
12718	 b	 op	 op4219	 1734544088.391349	 12.15	 30
12719	 o	 op	 op4220	 1734544088.39137	 12.42	 47
12720	 o	 op	 op4221	 1734544088.39139	 12.21	 64
12722	 o	 op	 op4222	 1734544088.391429	 13.68	 34
12723	 b	 op	 op4223	 1734544088.39145	 12.15	 25
12724	 o	 js	 js4249	 1734544088.39147	 12.38	 60
12725	 b	 js	 js4250	 1734544088.391491	 13.87	 31
12727	 b	 js	 js4251	 1734544088.391527	 11.04	 38
12728	 o	 op	 op4224	 1734544088.391547	 13.15	 57
12729	 b	 js	 js4252	 1734544088.391568	 11.36	 60
12730	 o	 op	 op4225	 1734544088.391588	 11.57	 33
12733	 b	 op	 op4226	 1734544088.391645	 10.99	 66
12734	 b	 op	 op4227	 1734544088.391665	 13.27	 52
12737	 b	 op	 op4228	 1734544088.391719	 11.66	 59
12738	 o	 js	 js4253	 1734544088.39174	 12.07	 36
12741	 b	 op	 op4229	 1734544088.391797	 11.41	 24
12742	 o	 js	 js4254	 1734544088.391818	 13.91	 28
12743	 b	 js	 js4255	 1734544088.391838	 12.7	 61
12747	 o	 js	 js4256	 1734544088.391911	 12.32	 59
12748	 b	 js	 js4257	 1734544088.391932	 11.47	 33
12749	 o	 op	 op4230	 1734544088.391952	 11.5	 27
12752	 o	 op	 op4231	 1734544088.392058	 12.78	 56
12753	 b	 op	 op4232	 1734544088.392089	 10.75	 60
12754	 b	 js	 js4258	 1734544088.392113	 11.22	 46
12755	 o	 js	 js4259	 1734544088.392134	 11.84	 28
12756	 b	 js	 js4260	 1734544088.392156	 11.88	 45
12758	 b	 op	 op4233	 1734544088.3922	 11.42	 40
12759	 b	 op	 op4234	 1734544088.392222	 11.34	 50
12760	 b	 js	 js4261	 1734544088.392242	 12.11	 44
12761	 b	 op	 op4235	 1734544088.392263	 13.31	 43
12763	 b	 js	 js4262	 1734544088.3923	 10.27	 59
12764	 o	 op	 op4236	 1734544088.392321	 14.17	 46
12765	 b	 op	 op4237	 1734544088.392341	 12.24	 48
12766	 o	 op	 op4238	 1734544088.392362	 13.27	 28
12767	 b	 js	 js4263	 1734544088.392458	 9.81	 55
12768	 b	 op	 op4239	 1734544088.39248	 11.71	 43
12769	 o	 js	 js4264	 1734544088.392501	 12.71	 64
12770	 o	 js	 js4265	 1734544088.392522	 11.96	 38
12772	 b	 js	 js4266	 1734544088.392559	 13.56	 38
12776	 o	 op	 op4240	 1734544088.392649	 13.83	 72
12777	 b	 op	 op4241	 1734544088.392669	 10.94	 43
12778	 o	 op	 op4242	 1734544088.392689	 12.97	 74
12779	 o	 js	 js4267	 1734544088.392709	 12.39	 87
12780	 b	 js	 js4268	 1734544088.392729	 10.48	 58
12781	 o	 op	 op4243	 1734544088.392749	 12.51	 58
12782	 b	 op	 op4244	 1734544088.392769	 12.5	 38
12784	 o	 js	 js4269	 1734544088.392805	 11.1	 32
12787	 b	 op	 op4245	 1734544088.39286	 10.41	 58
12788	 o	 js	 js4270	 1734544088.392879	 14.8	 43
12789	 b	 js	 js4271	 1734544088.392899	 11.9	 71
12790	 o	 op	 op4246	 1734544088.392918	 10.55	 48
12793	 b	 js	 js4272	 1734544088.392972	 11.82	 43
12794	 b	 op	 op4247	 1734544088.392992	 9.89	 59
12795	 o	 op	 op4248	 1734544088.393012	 13.19	 68
12796	 o	 op	 op4249	 1734544088.393032	 9.41	 55
12799	 o	 op	 op4250	 1734544088.393086	 11.9	 19
12800	 b	 op	 op4251	 1734544088.393106	 12.72	 50
12803	 o	 op	 op4252	 1734544088.393162	 10.38	 41
12806	 o	 js	 js4273	 1734544088.393216	 13.76	 49
12807	 o	 op	 op4253	 1734544088.393236	 12.18	 67
12808	 b	 js	 js4274	 1734544088.393256	 11.9	 62
12809	 b	 js	 js4275	 1734544088.393278	 11.42	 84
12810	 o	 js	 js4276	 1734544088.393298	 11.33	 51
12812	 o	 js	 js4277	 1734544088.393334	 12.58	 49
12813	 b	 js	 js4278	 1734544088.393354	 11.42	 42
12814	 o	 op	 op4254	 1734544088.393374	 12.64	 57
12815	 o	 js	 js4279	 1734544088.393421	 12.56	 54
12816	 b	 op	 op4255	 1734544088.393441	 11.04	 65
12817	 b	 op	 op4256	 1734544088.393479	 9.59	 41
12818	 o	 op	 op4257	 1734544088.393498	 14.19	 40
12819	 o	 js	 js4280	 1734544088.393519	 13.32	 50
12820	 o	 op	 op4258	 1734544088.393538	 15.38	 71
12821	 o	 js	 js4281	 1734544088.393594	 11.62	 68
12825	 b	 op	 op4259	 1734544088.393687	 11.24	 52
12826	 o	 op	 op4260	 1734544088.393738	 12.18	 50
12827	 b	 js	 js4282	 1734544088.393779	 11.41	 33
12828	 o	 op	 op4261	 1734544088.393891	 12.42	 41
12829	 b	 js	 js4283	 1734544088.393921	 12.93	 68
12832	 b	 op	 op4262	 1734544088.393983	 11.19	 65
12833	 o	 op	 op4263	 1734544088.394004	 12.33	 47
12834	 o	 op	 op4264	 1734544088.394026	 13.87	 48
12835	 o	 js	 js4284	 1734544088.394046	 12.59	 51
12836	 b	 op	 op4265	 1734544088.394067	 11.19	 70
12837	 b	 js	 js4285	 1734544088.394088	 10.85	 62
12838	 b	 js	 js4286	 1734544088.394108	 12.78	 46
12840	 o	 js	 js4287	 1734544088.394145	 11.42	 16
12843	 o	 op	 op4266	 1734544088.394201	 12.77	 32
12844	 b	 op	 op4267	 1734544088.394221	 9.88	 34
12845	 o	 op	 op4268	 1734544088.394245	 12.52	 69
12846	 b	 op	 op4269	 1734544088.394265	 12.33	 31
12849	 o	 op	 op4270	 1734544088.394319	 11.11	 59
12852	 o	 js	 js4288	 1734544088.394375	 13.78	 38
12853	 b	 op	 op4271	 1734544088.394395	 12.53	 84
12858	 o	 op	 op4272	 1734544088.394486	 12.31	 39
12859	 b	 js	 js4289	 1734544088.394507	 9.9	 57
12860	 b	 op	 op4273	 1734544088.394527	 11.92	 48
12861	 b	 op	 op4274	 1734544088.394549	 12.63	 35
12863	 o	 op	 op4275	 1734544088.394585	 11.08	 55
12866	 o	 op	 op4276	 1734544088.394639	 13.0	 52
12867	 o	 op	 op4277	 1734544088.394659	 12.0	 58
12868	 o	 js	 js4290	 1734544088.39468	 11.93	 57
12869	 b	 op	 op4278	 1734544088.3947	 10.57	 44
12870	 o	 op	 op4279	 1734544088.394721	 13.35	 52
12871	 o	 js	 js4291	 1734544088.39474	 11.39	 30
12874	 o	 js	 js4292	 1734544088.394798	 10.77	 74
12877	 o	 js	 js4293	 1734544088.394853	 14.11	 29
12878	 b	 op	 op4280	 1734544088.394873	 12.24	 32
12880	 b	 op	 op4281	 1734544088.394909	 10.59	 25
12881	 o	 js	 js4294	 1734544088.394929	 11.82	 68
12882	 b	 js	 js4295	 1734544088.39495	 11.4	 46
12883	 o	 js	 js4296	 1734544088.39497	 13.4	 56
12884	 b	 op	 op4282	 1734544088.39499	 11.37	 67
12885	 o	 op	 op4283	 1734544088.39501	 12.72	 40
12886	 b	 op	 op4284	 1734544088.395031	 11.56	 67
12887	 b	 op	 op4285	 1734544088.395052	 11.62	 24
12888	 o	 op	 op4286	 1734544088.395072	 11.12	 49
12891	 o	 op	 op4287	 1734544088.395127	 12.34	 49
12892	 o	 js	 js4297	 1734544088.395148	 12.23	 57
12893	 b	 op	 op4288	 1734544088.395168	 11.6	 50
12894	 o	 op	 op4289	 1734544088.395188	 11.72	 45
12895	 b	 js	 js4298	 1734544088.395208	 11.78	 90
12897	 b	 js	 js4299	 1734544088.395247	 13.13	 31
12899	 o	 op	 op4290	 1734544088.395283	 12.3	 24
12900	 o	 op	 op4291	 1734544088.395303	 11.69	 32
12902	 o	 js	 js4300	 1734544088.395338	 11.36	 47
12905	 b	 op	 op4292	 1734544088.395392	 10.73	 56
12906	 b	 op	 op4293	 1734544088.395412	 11.22	 60
12907	 b	 op	 op4294	 1734544088.395433	 11.52	 38
12908	 b	 op	 op4295	 1734544088.395454	 11.2	 37
12909	 o	 op	 op4296	 1734544088.395473	 13.12	 55
12910	 b	 js	 js4301	 1734544088.395494	 11.11	 32
12911	 o	 op	 op4297	 1734544088.395514	 12.7	 65
12912	 b	 op	 op4298	 1734544088.395534	 10.82	 58
12913	 b	 js	 js4302	 1734544088.395553	 12.52	 46
12916	 b	 js	 js4303	 1734544088.395607	 11.57	 51
12917	 o	 js	 js4304	 1734544088.395628	 12.49	 45
12918	 b	 op	 op4299	 1734544088.395648	 13.58	 35
12921	 b	 js	 js4305	 1734544088.395702	 10.7	 48
12922	 b	 js	 js4306	 1734544088.395722	 11.89	 49
12923	 o	 js	 js4307	 1734544088.395742	 12.15	 74
12924	 b	 js	 js4308	 1734544088.395763	 10.04	 46
12925	 o	 op	 op4300	 1734544088.395783	 11.98	 32
12926	 b	 js	 js4309	 1734544088.395803	 11.11	 69
12927	 b	 op	 op4301	 1734544088.395823	 12.01	 50
12930	 b	 op	 op4302	 1734544088.395877	 10.24	 48
12931	 b	 op	 op4303	 1734544088.395897	 9.76	 25
12932	 b	 js	 js4310	 1734544088.395917	 12.39	 39
12935	 o	 js	 js4311	 1734544088.39597	 14.82	 41
12936	 b	 op	 op4304	 1734544088.39599	 12.44	 46
12938	 b	 js	 js4312	 1734544088.396026	 9.42	 32
12939	 b	 op	 op4305	 1734544088.396046	 12.48	 33
12942	 o	 js	 js4313	 1734544088.396101	 11.0	 59
12945	 b	 op	 op4306	 1734544088.396156	 12.72	 87
12950	 b	 op	 op4307	 1734544088.396246	 11.37	 25
12951	 o	 js	 js4314	 1734544088.396267	 11.63	 34
12952	 b	 op	 op4308	 1734544088.396288	 12.37	 50
12955	 b	 op	 op4309	 1734544088.396342	 11.13	 28
12956	 b	 op	 op4310	 1734544088.396363	 10.61	 54
12957	 b	 js	 js4315	 1734544088.396383	 10.8	 48
12958	 b	 js	 js4316	 1734544088.396403	 12.2	 39
12959	 o	 js	 js4317	 1734544088.396423	 13.65	 77
12960	 o	 js	 js4318	 1734544088.396443	 13.23	 50
12961	 b	 op	 op4311	 1734544088.396463	 12.7	 67
12965	 b	 js	 js4319	 1734544088.396537	 10.16	 75
12966	 o	 op	 op4312	 1734544088.396558	 12.09	 34
12968	 o	 op	 op4313	 1734544088.396593	 11.56	 35
12973	 b	 op	 op4314	 1734544088.396686	 11.48	 47
12974	 b	 js	 js4320	 1734544088.396706	 12.27	 48
12975	 b	 op	 op4315	 1734544088.396727	 12.8	 49
12978	 o	 op	 op4316	 1734544088.396782	 12.1	 27
12980	 b	 js	 js4321	 1734544088.396817	 11.13	 48
12981	 b	 op	 op4317	 1734544088.396837	 11.65	 49
12982	 b	 op	 op4318	 1734544088.396858	 11.79	 76
12983	 o	 op	 op4319	 1734544088.396878	 12.28	 77
12984	 b	 op	 op4320	 1734544088.396898	 12.84	 55
12986	 o	 js	 js4322	 1734544088.396934	 12.88	 66
12987	 o	 op	 op4321	 1734544088.396954	 12.8	 51
12988	 b	 op	 op4322	 1734544088.396973	 10.26	 60
12989	 o	 op	 op4323	 1734544088.396993	 13.47	 53
12990	 b	 js	 js4323	 1734544088.397013	 9.87	 55
12991	 o	 op	 op4324	 1734544088.397033	 13.35	 27
12992	 o	 op	 op4325	 1734544088.397053	 11.07	 42
12995	 o	 js	 js4324	 1734544088.397107	 13.44	 44
12996	 o	 op	 op4326	 1734544088.397127	 12.32	 19
12997	 b	 js	 js4325	 1734544088.397147	 11.45	 61
12998	 b	 op	 op4327	 1734544088.397167	 13.1	 64
13003	 o	 js	 js4326	 1734544088.397261	 13.19	 81
13004	 o	 op	 op4328	 1734544088.397281	 10.91	 43
13006	 o	 op	 op4329	 1734544088.397316	 12.21	 25
13007	 o	 js	 js4327	 1734544088.397337	 13.34	 25
13008	 o	 op	 op4330	 1734544088.397356	 13.88	 55
13009	 o	 op	 op4331	 1734544088.397376	 12.05	 37
13010	 o	 js	 js4328	 1734544088.397396	 13.47	 34
13011	 b	 op	 op4332	 1734544088.397418	 11.79	 50
13012	 o	 op	 op4333	 1734544088.397438	 11.67	 42
13015	 b	 js	 js4329	 1734544088.397493	 12.62	 48
13018	 o	 op	 op4334	 1734544088.397547	 12.27	 59
13019	 o	 js	 js4330	 1734544088.397567	 12.4	 66
13020	 b	 op	 op4335	 1734544088.397588	 11.48	 37
13021	 b	 op	 op4336	 1734544088.397608	 13.52	 55
13024	 b	 js	 js4331	 1734544088.397661	 11.74	 46
13025	 o	 op	 op4337	 1734544088.397682	 12.21	 51
13026	 b	 js	 js4332	 1734544088.39778	 11.68	 71
13027	 b	 js	 js4333	 1734544088.397802	 10.88	 75
13028	 b	 js	 js4334	 1734544088.397822	 10.81	 76
13029	 o	 js	 js4335	 1734544088.397843	 12.91	 58
13030	 b	 js	 js4336	 1734544088.397863	 12.25	 56
13032	 o	 js	 js4337	 1734544088.397903	 12.42	 54
13033	 o	 js	 js4338	 1734544088.397924	 12.58	 42
13034	 o	 op	 op4338	 1734544088.397943	 12.81	 61
13035	 o	 op	 op4339	 1734544088.397963	 14.09	 36
13036	 b	 op	 op4340	 1734544088.397983	 11.23	 40
13037	 b	 op	 op4341	 1734544088.398002	 10.87	 67
13038	 o	 js	 js4339	 1734544088.398022	 11.57	 52
13042	 o	 js	 js4340	 1734544088.398095	 15.14	 47
13043	 b	 op	 op4342	 1734544088.398115	 12.29	 48
13045	 b	 op	 op4343	 1734544088.398154	 12.99	 46
13047	 b	 js	 js4341	 1734544088.398189	 12.65	 40
13050	 b	 js	 js4342	 1734544088.398242	 9.46	 31
13051	 b	 js	 js4343	 1734544088.398262	 11.15	 78
13052	 b	 op	 op4344	 1734544088.398282	 12.01	 52
13053	 o	 js	 js4344	 1734544088.398302	 13.03	 47
13054	 b	 js	 js4345	 1734544088.398322	 12.1	 36
13055	 o	 op	 op4345	 1734544088.398342	 13.04	 63
13056	 o	 js	 js4346	 1734544088.398361	 12.79	 37
13057	 o	 js	 js4347	 1734544088.398381	 12.04	 63
13060	 o	 js	 js4348	 1734544088.398435	 14.12	 75
13061	 o	 js	 js4349	 1734544088.398455	 10.38	 29
13064	 o	 js	 js4350	 1734544088.398508	 11.98	 45
13066	 o	 op	 op4346	 1734544088.398546	 12.76	 49
13067	 b	 js	 js4351	 1734544088.398567	 12.19	 53
13069	 o	 js	 js4352	 1734544088.398605	 12.25	 41
13070	 o	 js	 js4353	 1734544088.398626	 13.1	 57
13071	 b	 js	 js4354	 1734544088.398645	 10.62	 29
13072	 b	 op	 op4347	 1734544088.398667	 11.82	 63
13073	 b	 op	 op4348	 1734544088.398687	 12.69	 44
13076	 o	 js	 js4355	 1734544088.398741	 9.66	 53
13079	 o	 js	 js4356	 1734544088.398795	 12.85	 53
13080	 o	 op	 op4349	 1734544088.398816	 12.99	 53
13081	 o	 op	 op4350	 1734544088.398836	 12.71	 65
13082	 o	 op	 op4351	 1734544088.398856	 11.56	 14
13084	 o	 js	 js4357	 1734544088.398891	 13.16	 47
13085	 b	 op	 op4352	 1734544088.398911	 10.25	 63
13086	 o	 js	 js4358	 1734544088.398931	 11.36	 58
13090	 b	 op	 op4353	 1734544088.399005	 9.87	 64
13091	 o	 js	 js4359	 1734544088.399025	 10.82	 54
13093	 b	 op	 op4354	 1734544088.399061	 13.01	 50
13096	 o	 js	 js4360	 1734544088.399115	 14.4	 36
13097	 b	 op	 op4355	 1734544088.399135	 11.22	 32
13098	 b	 js	 js4361	 1734544088.399155	 11.23	 26
13099	 b	 op	 op4356	 1734544088.399174	 11.32	 32
13100	 o	 js	 js4362	 1734544088.399194	 13.12	 46
13101	 b	 js	 js4363	 1734544088.399214	 10.45	 36
13102	 b	 op	 op4357	 1734544088.399234	 10.42	 34
13103	 b	 op	 op4358	 1734544088.399253	 12.77	 54
13106	 o	 js	 js4364	 1734544088.399307	 13.46	 47
13107	 b	 js	 js4365	 1734544088.399327	 12.01	 39
13108	 o	 js	 js4366	 1734544088.399348	 13.7	 36
13109	 b	 js	 js4367	 1734544088.399367	 9.98	 67
13110	 o	 js	 js4368	 1734544088.399387	 13.61	 36
13111	 b	 js	 js4369	 1734544088.399406	 11.36	 88
13112	 b	 js	 js4370	 1734544088.399426	 11.13	 47
13113	 b	 js	 js4371	 1734544088.399446	 12.01	 46
13114	 o	 js	 js4372	 1734544088.399466	 13.46	 62
13115	 o	 op	 op4359	 1734544088.399486	 10.95	 26
13117	 o	 js	 js4373	 1734544088.399521	 12.49	 89
13118	 o	 js	 js4374	 1734544088.399541	 13.2	 23
13119	 o	 js	 js4375	 1734544088.399561	 12.33	 43
13120	 o	 js	 js4376	 1734544088.399581	 10.94	 61
13124	 b	 op	 op4360	 1734544088.399652	 12.29	 29
13125	 b	 js	 js4377	 1734544088.399672	 10.65	 4
13126	 o	 js	 js4378	 1734544088.399692	 11.75	 42
13128	 o	 op	 op4361	 1734544088.399731	 12.24	 58
13129	 o	 js	 js4379	 1734544088.399752	 11.98	 62
13130	 b	 op	 op4362	 1734544088.399772	 11.44	 41
13131	 o	 js	 js4380	 1734544088.399792	 13.53	 59
13132	 b	 op	 op4363	 1734544088.399811	 11.86	 47
13134	 b	 op	 op4364	 1734544088.39985	 11.88	 50
13135	 o	 op	 op4365	 1734544088.39987	 10.5	 50
13137	 o	 js	 js4381	 1734544088.399907	 11.39	 75
13141	 o	 js	 js4382	 1734544088.399978	 13.61	 46
13142	 b	 op	 op4366	 1734544088.399998	 11.89	 44
13143	 b	 js	 js4383	 1734544088.400018	 11.24	 13
13144	 o	 op	 op4367	 1734544088.400038	 11.24	 55
13147	 b	 js	 js4384	 1734544088.400091	 10.51	 14
13148	 b	 op	 op4368	 1734544088.400111	 12.82	 36
13150	 b	 op	 op4369	 1734544088.400148	 11.13	 53
13151	 b	 js	 js4385	 1734544088.400168	 11.7	 30
13152	 b	 js	 js4386	 1734544088.400188	 11.75	 78
13153	 b	 op	 op4370	 1734544088.400209	 11.59	 57
13154	 o	 op	 op4371	 1734544088.400229	 11.73	 74
13156	 o	 op	 op4372	 1734544088.400264	 10.95	 61
13161	 b	 js	 js4387	 1734544088.400352	 14.07	 43
13164	 o	 op	 op4373	 1734544088.400405	 12.91	 62
13165	 o	 op	 op4374	 1734544088.400425	 12.49	 32
13166	 o	 op	 op4375	 1734544088.400446	 13.14	 70
13167	 o	 js	 js4388	 1734544088.400465	 11.17	 54
13171	 o	 op	 op4376	 1734544088.400538	 11.13	 43
13174	 o	 js	 js4389	 1734544088.400592	 13.45	 63
13175	 b	 js	 js4390	 1734544088.400612	 10.39	 28
13176	 b	 js	 js4391	 1734544088.400632	 11.86	 64
13177	 b	 op	 op4377	 1734544088.400652	 10.32	 58
13178	 b	 js	 js4392	 1734544088.400671	 14.55	 59
13181	 o	 js	 js4393	 1734544088.400725	 11.16	 26
13183	 b	 op	 op4378	 1734544088.40076	 9.29	 35
13184	 o	 op	 op4379	 1734544088.40078	 13.26	 73
13185	 o	 op	 op4380	 1734544088.4008	 12.61	 47
13186	 b	 op	 op4381	 1734544088.40082	 11.55	 56
13187	 o	 js	 js4394	 1734544088.400839	 11.75	 37
13189	 o	 op	 op4382	 1734544088.400875	 13.43	 61
13190	 b	 js	 js4395	 1734544088.400895	 13.18	 38
13193	 b	 js	 js4396	 1734544088.400948	 10.64	 47
13194	 b	 op	 op4383	 1734544088.400968	 11.54	 58
13195	 o	 op	 op4384	 1734544088.401108	 11.62	 30
13197	 o	 js	 js4397	 1734544088.401175	 13.73	 28
13198	 o	 op	 op4385	 1734544088.4012	 13.5	 67
13199	 o	 js	 js4398	 1734544088.401222	 11.54	 87
13203	 b	 op	 op4386	 1734544088.401296	 12.38	 33
13205	 b	 op	 op4387	 1734544088.401337	 10.13	 72
13206	 o	 js	 js4399	 1734544088.401357	 13.39	 56
13207	 o	 js	 js4400	 1734544088.401377	 13.33	 39
13208	 b	 op	 op4388	 1734544088.401397	 11.85	 58
13209	 o	 js	 js4401	 1734544088.401486	 12.54	 29
13210	 b	 op	 op4389	 1734544088.401508	 10.92	 45
13211	 o	 op	 op4390	 1734544088.401527	 11.75	 65
13214	 b	 js	 js4402	 1734544088.401585	 9.33	 67
13215	 b	 op	 op4391	 1734544088.401606	 10.05	 46
13216	 o	 op	 op4392	 1734544088.401625	 10.91	 43
13218	 o	 js	 js4403	 1734544088.401661	 12.59	 54
13219	 b	 js	 js4404	 1734544088.401684	 12.17	 37
13221	 b	 js	 js4405	 1734544088.401723	 10.24	 40
13222	 b	 js	 js4406	 1734544088.401744	 11.19	 64
13223	 b	 js	 js4407	 1734544088.401764	 11.16	 63
13224	 b	 js	 js4408	 1734544088.401784	 10.83	 52
13225	 o	 op	 op4393	 1734544088.401804	 13.27	 30
13226	 b	 op	 op4394	 1734544088.401824	 10.03	 50
13227	 b	 js	 js4409	 1734544088.401844	 10.53	 57
13228	 o	 js	 js4410	 1734544088.401864	 9.79	 73
13232	 b	 op	 op4395	 1734544088.401937	 12.81	 66
13235	 b	 js	 js4411	 1734544088.401993	 12.2	 44
13236	 o	 js	 js4412	 1734544088.402014	 13.69	 49
13237	 b	 js	 js4413	 1734544088.402034	 8.75	 57
13238	 o	 op	 op4396	 1734544088.402053	 13.54	 36
13239	 o	 js	 js4414	 1734544088.402073	 12.1	 45
13241	 o	 op	 op4397	 1734544088.402111	 13.36	 29
13242	 b	 op	 op4398	 1734544088.402131	 10.74	 42
13243	 o	 op	 op4399	 1734544088.402151	 12.96	 65
13244	 o	 op	 op4400	 1734544088.40217	 13.2	 63
13245	 b	 op	 op4401	 1734544088.40219	 13.2	 53
13249	 b	 op	 op4402	 1734544088.402293	 11.92	 46
13250	 b	 op	 op4403	 1734544088.402348	 12.15	 62
13251	 b	 js	 js4415	 1734544088.402385	 12.24	 51
13252	 b	 js	 js4416	 1734544088.402439	 11.31	 46
13253	 o	 op	 op4404	 1734544088.402479	 10.98	 59
13256	 b	 js	 js4417	 1734544088.40257	 11.19	 25
13257	 o	 op	 op4405	 1734544088.40259	 13.01	 33
13258	 b	 op	 op4406	 1734544088.402626	 13.04	 71
13262	 o	 op	 op4407	 1734544088.402724	 11.61	 43
13264	 b	 js	 js4418	 1734544088.402777	 10.83	 53
13265	 o	 js	 js4419	 1734544088.402797	 13.44	 65
13266	 o	 op	 op4408	 1734544088.402817	 12.35	 54
13267	 o	 js	 js4420	 1734544088.402838	 13.15	 59
13268	 b	 op	 op4409	 1734544088.402858	 11.02	 38
13269	 o	 js	 js4421	 1734544088.402878	 12.84	 65
13270	 b	 js	 js4422	 1734544088.402899	 11.13	 68
13271	 b	 js	 js4423	 1734544088.402938	 11.74	 37
13272	 b	 js	 js4424	 1734544088.402994	 11.34	 57
13273	 b	 js	 js4425	 1734544088.403032	 10.47	 40
13274	 o	 op	 op4410	 1734544088.403052	 13.07	 32
13275	 o	 js	 js4426	 1734544088.403091	 13.18	 36
13276	 o	 op	 op4411	 1734544088.403147	 14.39	 41
13277	 b	 op	 op4412	 1734544088.403183	 11.34	 53
13278	 o	 op	 op4413	 1734544088.403222	 12.0	 67
13280	 b	 js	 js4427	 1734544088.40328	 10.9	 57
13281	 b	 js	 js4428	 1734544088.4033	 12.5	 65
13284	 o	 op	 op4414	 1734544088.403356	 12.44	 56
13285	 b	 op	 op4415	 1734544088.403376	 12.2	 9
13286	 b	 js	 js4429	 1734544088.403397	 11.39	 49
13287	 o	 op	 op4416	 1734544088.403418	 12.34	 27
13288	 o	 op	 op4417	 1734544088.403438	 10.45	 21
13291	 o	 op	 op4418	 1734544088.403517	 13.7	 53
13292	 o	 op	 op4419	 1734544088.403554	 11.96	 58
13293	 b	 js	 js4430	 1734544088.403574	 12.09	 58
13295	 b	 js	 js4431	 1734544088.403612	 10.95	 44
13296	 b	 op	 op4420	 1734544088.403632	 12.02	 60
13297	 b	 op	 op4421	 1734544088.403653	 11.47	 60
13298	 o	 js	 js4432	 1734544088.403673	 13.55	 64
13299	 o	 js	 js4433	 1734544088.403693	 13.88	 55
13300	 b	 js	 js4434	 1734544088.403713	 11.25	 67
13301	 b	 js	 js4435	 1734544088.403733	 10.65	 54
13302	 b	 op	 op4422	 1734544088.403753	 13.47	 32
13305	 o	 js	 js4436	 1734544088.403808	 11.52	 45
13307	 b	 op	 op4423	 1734544088.403843	 10.99	 27
13308	 o	 js	 js4437	 1734544088.403863	 12.64	 41
13309	 b	 js	 js4438	 1734544088.403883	 10.64	 46
13310	 b	 op	 op4424	 1734544088.403905	 12.3	 58
13311	 b	 op	 op4425	 1734544088.403926	 10.64	 35
13312	 b	 op	 op4426	 1734544088.403945	 13.52	 70
13315	 b	 op	 op4427	 1734544088.403999	 10.49	 49
13316	 b	 op	 op4428	 1734544088.404019	 10.49	 36
13317	 b	 js	 js4439	 1734544088.404039	 9.25	 43
13318	 o	 js	 js4440	 1734544088.40406	 11.74	 30
13320	 o	 js	 js4441	 1734544088.404115	 11.26	 49
13324	 o	 js	 js4442	 1734544088.404239	 12.61	 43
13325	 b	 op	 op4429	 1734544088.40426	 12.6	 50
13328	 b	 op	 op4430	 1734544088.404314	 10.89	 51
13329	 o	 op	 op4431	 1734544088.404356	 12.79	 65
